NCBI GeneID	Symbol	Description
1464	CSPG4	chondroitin sulfate proteoglycan 4
1476	CSTB	cystatin B
1523	CUX1	cut like homeobox 1
153090	DAB2IP	DAB2 interacting protein
1641	DCX	doublecortin
1729	DIAPH1	diaphanous related formin 1
1773	DNASE1	deoxyribonuclease 1
1848	DUSP6	dual specificity phosphatase 6
1874	E2F4	E2F transcription factor 4
1893	ECM1	extracellular matrix protein 1
1894	ECT2	epithelial cell transforming 2
1973	EIF4A1	eukaryotic translation initiation factor 4A1
2114	ETS2	ETS proto-oncogene 2, transcription factor
2132	EXT2	exostosin glycosyltransferase 2
2171	FABP5	fatty acid binding protein 5
2192	FBLN1	fibulin 1
2203	FBP1	fructose-bisphosphatase 1
2206	MS4A2	membrane spanning 4-domains A2
2290	FOXG1	forkhead box G1
23118	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
23236	PLCB1	phospholipase C beta 1
23418	CRB1	crumbs cell polarity complex component 1
23513	SCRIB	scribble planar cell polarity protein
23765	IL17RA	interleukin 17 receptor A
2488	FSHB	follicle stimulating hormone subunit beta
2526	FUT4	fucosyltransferase 4
2562	GABRB3	gamma-aminobutyric acid type A receptor subunit beta3
25855	BRMS1	BRMS1 transcriptional repressor and anoikis regulator
2633	GBP1	guanylate binding protein 1
26353	HSPB8	heat shock protein family B (small) member 8
26354	GNL3	G protein nucleolar 3
2661	GDF9	growth differentiation factor 9
2677	GGCX	gamma-glutamyl carboxylase
2692	GHRHR	growth hormone releasing hormone receptor
270	AMPD1	adenosine monophosphate deaminase 1
2703	GJA8	gap junction protein alpha 8
2729	GCLC	glutamate-cysteine ligase catalytic subunit
27329	ANGPTL3	angiopoietin like 3
2752	GLUL	glutamate-ammonia ligase
276	AMY1A	amylase alpha 1A
2782	GNB1	G protein subunit beta 1
28514	DLL1	delta like canonical Notch ligand 1
2869	GRK5	G protein-coupled receptor kinase 5
2891	GRIA2	glutamate ionotropic receptor AMPA type subunit 2
291	SLC25A4	solute carrier family 25 member 4
2913	GRM3	glutamate metabotropic receptor 3
2922	GRP	gastrin releasing peptide
2947	GSTM3	glutathione S-transferase mu 3
29843	SENP1	SUMO specific peptidase 1
29881	NPC1L1	NPC1 like intracellular cholesterol transporter 1
2993	GYPA	glycophorin A (MNS blood group)
3000	GUCY2D	guanylate cyclase 2D, retinal
3030	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
3037	HAS2	hyaluronan synthase 2
309	ANXA6	annexin A6
3098	HK1	hexokinase 1
3217	HOXB7	homeobox B7
3283	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
3305	HSPA1L	heat shock protein family A (Hsp70) member 1 like
3337	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
3400	ID4	inhibitor of DNA binding 4
347	APOD	apolipoprotein D
3549	IHH	Indian hedgehog signaling molecule
3594	IL12RB1	interleukin 12 receptor subunit beta 1
3598	IL13RA2	interleukin 13 receptor subunit alpha 2
3615	IMPDH2	inosine monophosphate dehydrogenase 2
3625	INHBB	inhibin subunit beta B
3693	ITGB5	integrin subunit beta 5
3694	ITGB6	integrin subunit beta 6
3736	KCNA1	potassium voltage-gated channel subfamily A member 1
3756	KCNH1	potassium voltage-gated channel subfamily H member 1
3782	KCNN3	potassium calcium-activated channel subfamily N member 3
3799	KIF5B	kinesin family member 5B
3809	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
3908	LAMA2	laminin subunit alpha 2
3909	LAMA3	laminin subunit alpha 3
3911	LAMA5	laminin subunit alpha 5
3927	LASP1	LIM and SH3 protein 1
3937	LCP2	lymphocyte cytosolic protein 2
3945	LDHB	lactate dehydrogenase B
3964	LGALS8	galectin 8
3991	LIPE	lipase E, hormone sensitive type
4043	LRPAP1	LDL receptor related protein associated protein 1
4052	LTBP1	latent transforming growth factor beta binding protein 1
4056	LTC4S	leukotriene C4 synthase
4060	LUM	lumican
41	ASIC1	acid sensing ion channel subunit 1
4151	MB	myoglobin
4172	MCM3	minichromosome maintenance complex component 3
4211	MEIS1	Meis homeobox 1
427	ASAH1	N-acylsphingosine amidohydrolase 1
429	ASCL1	achaete-scute family bHLH transcription factor 1
4303	FOXO4	forkhead box O4
4319	MMP10	matrix metallopeptidase 10
4437	MSH3	mutS homolog 3
4477	MSMB	microseminoprotein beta
4543	MTNR1A	melatonin receptor 1A
4594	MMUT	methylmalonyl-CoA mutase
4659	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
47	ACLY	ATP citrate lyase
4760	NEUROD1	neuronal differentiation 1
4824	NKX3-1	NK3 homeobox 1
4882	NPR2	natriuretic peptide receptor 2
4899	NRF1	nuclear respiratory factor 1
4923	NTSR1	neurotensin receptor 1
493	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
498	ATP5F1A	ATP synthase F1 subunit alpha
5015	OTX2	orthodenticle homeobox 2
5028	P2RY1	purinergic receptor P2Y1
506	ATP5F1B	ATP synthase F1 subunit beta
51141	INSIG2	insulin induced gene 2
51366	UBR5	ubiquitin protein ligase E3 component n-recognin 5
51422	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2
51744	CD244	CD244 molecule
5187	PER1	period circadian regulator 1
5296	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
5314	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin
5336	PLCG2	phospholipase C gamma 2
5345	SERPINF2	serpin family F member 2
54332	GDAP1	ganglioside induced differentiation associated protein 1
54578	UGT1A6	UDP glucuronosyltransferase family 1 member A6
5473	PPBP	pro-platelet basic protein
5479	PPIB	peptidylprolyl isomerase B
54795	TRPM4	transient receptor potential cation channel subfamily M member 4
54829	ASPN	asporin
54880	BCOR	BCL6 corepressor
55	ACP3	acid phosphatase 3
5501	PPP1CC	protein phosphatase 1 catalytic subunit gamma
552	AVPR1A	arginine vasopressin receptor 1A
55743	CHFR	checkpoint with forkhead and ring finger domains
5600	MAPK11	mitogen-activated protein kinase 11
5648	MASP1	MBL associated serine protease 1
56652	TWNK	twinkle mtDNA helicase
56852	RAD18	RAD18 E3 ubiquitin protein ligase
57126	CD177	CD177 molecule
57192	MCOLN1	mucolipin TRP cation channel 1
5724	PTAFR	platelet activating factor receptor
5733	PTGER3	prostaglandin E receptor 3
57412	AS3MT	arsenite methyltransferase
5753	PTK6	protein tyrosine kinase 6
5757	PTMA	prothymosin alpha
5783	PTPN13	protein tyrosine phosphatase non-receptor type 13
5837	PYGM	glycogen phosphorylase, muscle associated
5880	RAC2	Rac family small GTPase 2
5885	RAD21	RAD21 cohesin complex component
5889	RAD51C	RAD51 paralog C
5967	REG1A	regenerating family member 1 alpha
6009	RHEB	Ras homolog, mTORC1 binding
6045	RNF2	ring finger protein 2
623	BDKRB1	bradykinin receptor B1
6271	S100A1	S100 calcium binding protein A1
6340	SCNN1G	sodium channel epithelial 1 subunit gamma
6373	CXCL11	C-X-C motif chemokine ligand 11
64083	GOLPH3	golgi phosphoprotein 3
64241	ABCG8	ATP binding cassette subfamily G member 8
64324	NSD1	nuclear receptor binding SET domain protein 1
64750	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
64754	SMYD3	SET and MYND domain containing 3
64866	CDCP1	CUB domain containing protein 1
6514	SLC2A2	solute carrier family 2 member 2
6524	SLC5A2	solute carrier family 5 member 2
6554	SLC10A1	solute carrier family 10 member 1
6571	SLC18A2	solute carrier family 18 member A2
6646	SOAT1	sterol O-acyltransferase 1
6732	SRPK1	SRSF protein kinase 1
6749	SSRP1	structure specific recognition protein 1
6780	STAU1	staufen double-stranded RNA binding protein 1
6812	STXBP1	syntaxin binding protein 1
6923	ELOB	elongin B
6950	TCP1	t-complex 1
7026	NR2F2	nuclear receptor subfamily 2 group F member 2
7036	TFR2	transferrin receptor 2
7072	TIA1	TIA1 cytotoxic granule associated RNA binding protein
7122	CLDN5	claudin 5
7130	TNFAIP6	TNF alpha induced protein 6
7159	TP53BP2	tumor protein p53 binding protein 2
7227	TRPS1	transcriptional repressor GATA binding 1
7283	TUBG1	tubulin gamma 1
7367	UGT2B17	UDP glucuronosyltransferase family 2 member B17
7433	VIPR1	vasoactive intestinal peptide receptor 1
7436	VLDLR	very low density lipoprotein receptor
7525	YES1	YES proto-oncogene 1, Src family tyrosine kinase
7832	BTG2	BTG anti-proliferation factor 2
7917	BAG6	BAG cochaperone 6
794	CALB2	calbindin 2
79400	NOX5	NADPH oxidase 5
80208	SPG11	SPG11 vesicle trafficking associated, spatacsin
805	CALM2	calmodulin 2
831	CAST	calpastatin
8349	H2BC21	H2B clustered histone 21
83667	SESN2	sestrin 2
84152	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
843	CASP10	caspase 10
8431	NR0B2	nuclear receptor subfamily 0 group B member 2
8467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
8639	AOC3	amine oxidase copper containing 3
865	CBFB	core-binding factor subunit beta
866	SERPINA6	serpin family A member 6
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A
8671	SLC4A4	solute carrier family 4 member 4
8714	ABCC3	ATP binding cassette subfamily C member 3
8858	PROZ	protein Z, vitamin K dependent plasma glycoprotein
8900	CCNA1	cyclin A1
8932	MBD2	methyl-CpG binding domain protein 2
8976	WASL	WASP like actin nucleation promoting factor
9002	F2RL3	F2R like thrombin or trypsin receptor 3
909	CD1A	CD1a molecule
9122	SLC16A4	solute carrier family 16 member 4
916	CD3E	CD3 epsilon subunit of T-cell receptor complex
9241	NOG	noggin
9255	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
9446	GSTO1	glutathione S-transferase omega 1
9510	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
978	CDA	cytidine deaminase
9869	SETDB1	SET domain bifurcated histone lysine methyltransferase 1
997	CDC34	cell division cycle 34, ubiqiutin conjugating enzyme
9970	NR1I3	nuclear receptor subfamily 1 group I member 3
9972	NUP153	nucleoporin 153
10019	SH2B3	SH2B adaptor protein 3
10021	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4
10049	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6
10221	TRIB1	tribbles pseudokinase 1
1024	CDK8	cyclin dependent kinase 8
10376	TUBA1B	tubulin alpha 1b
104	ADARB1	adenosine deaminase RNA specific B1
10460	TACC3	transforming acidic coiled-coil containing protein 3
10521	DDX17	DEAD-box helicase 17
10537	UBD	ubiquitin D
10653	SPINT2	serine peptidase inhibitor, Kunitz type 2
10672	GNA13	G protein subunit alpha 13
10928	RALBP1	ralA binding protein 1
10970	CKAP4	cytoskeleton associated protein 4
11005	SPINK5	serine peptidase inhibitor Kazal type 5
11167	FSTL1	follistatin like 1
112399	EGLN3	egl-9 family hypoxia inducible factor 3
113235	SLC46A1	solute carrier family 46 member 1
11331	PHB2	prohibitin 2
11337	GABARAP	GABA type A receptor-associated protein
114757	CYGB	cytoglobin
1152	CKB	creatine kinase B
115650	TNFRSF13C	TNF receptor superfamily member 13C
116844	LRG1	leucine rich alpha-2-glycoprotein 1
117	ADCYAP1R1	ADCYAP receptor type I
120227	CYP2R1	cytochrome P450 family 2 subfamily R member 1
126961	H3C14	H3 clustered histone 14
1300	COL10A1	collagen type X alpha 1 chain
1317	SLC31A1	solute carrier family 31 member 1
1365	CLDN3	claudin 3
1382	CRABP2	cellular retinoic acid binding protein 2
1395	CRHR2	corticotropin releasing hormone receptor 2
1434	CSE1L	chromosome segregation 1 like
1439	CSF2RB	colony stimulating factor 2 receptor subunit beta
148022	TICAM1	TIR domain containing adaptor molecule 1
1488	CTBP2	C-terminal binding protein 2
1497	CTNS	cystinosin, lysosomal cystine transporter
151306	GPBAR1	G protein-coupled bile acid receptor 1
152	ADRA2C	adrenoceptor alpha 2C
1727	CYB5R3	cytochrome b5 reductase 3
1808	DPYSL2	dihydropyrimidinase like 2
1816	DRD5	dopamine receptor D5
1834	DSPP	dentin sialophosphoprotein
1856	DVL2	dishevelled segment polarity protein 2
1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
1938	EEF2	eukaryotic translation elongation factor 2
1959	EGR2	early growth response 2
2104	ESRRG	estrogen related receptor gamma
2118	ETV4	ETS variant transcription factor 4
2138	EYA1	EYA transcriptional coactivator and phosphatase 1
2189	FANCG	FA complementation group G
2204	FCAR	Fc alpha receptor
2254	FGF9	fibroblast growth factor 9
2255	FGF10	fibroblast growth factor 10
2288	FKBP4	FKBP prolyl isomerase 4
22900	CARD8	caspase recruitment domain family member 8
2317	FLNB	filamin B
2319	FLOT2	flotillin 2
23452	ANGPTL2	angiopoietin like 2
23746	AIPL1	aryl hydrocarbon receptor interacting protein like 1
250	ALPP	alkaline phosphatase, placental
2530	FUT8	fucosyltransferase 8
2538	G6PC1	glucose-6-phosphatase catalytic subunit 1
2588	GALNS	galactosamine (N-acetyl)-6-sulfatase
259266	ASPM	assembly factor for spindle microtubules
26227	PHGDH	phosphoglycerate dehydrogenase
267	AMFR	autocrine motility factor receptor
2695	GIP	gastric inhibitory polypeptide
2701	GJA4	gap junction protein alpha 4
2702	GJA5	gap junction protein alpha 5
27043	PELP1	proline, glutamate and leucine rich protein 1
27044	SND1	staphylococcal nuclease and tudor domain containing 1
27343	POLL	DNA polymerase lambda
2745	GLRX	glutaredoxin
2773	GNAI3	G protein subunit alpha i3
286	ANK1	ankyrin 1
2898	GRIK2	glutamate ionotropic receptor kainate type subunit 2
29979	UBQLN1	ubiquilin 1
3024	H1-1	H1.1 linker histone, cluster member
3028	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10
31	ACACA	acetyl-CoA carboxylase alpha
3187	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1
325	APCS	amyloid P component, serum
3273	HRG	histidine rich glycoprotein
3284	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
3301	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
3306	HSPA2	heat shock protein family A (Hsp70) member 2
3360	HTR4	5-hydroxytryptamine receptor 4
3399	ID3	inhibitor of DNA binding 3
3455	IFNAR2	interferon alpha and beta receptor subunit 2
345611	IRGM	immunity related GTPase M
3487	IGFBP4	insulin like growth factor binding protein 4
3563	IL3RA	interleukin 3 receptor subunit alpha
366	AQP9	aquaporin 9
3670	ISL1	ISL LIM homeobox 1
3710	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
3730	ANOS1	anosmin 1
3735	KARS1	lysyl-tRNA synthetase 1
3776	KCNK2	potassium two pore domain channel subfamily K member 2
3806	KIR2DS1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
384	ARG2	arginase 2
3842	TNPO1	transportin 1
3903	LAIR1	leukocyte associated immunoglobulin like receptor 1
3915	LAMC1	laminin subunit gamma 1
3977	LIFR	LIF receptor subunit alpha
3978	LIG1	DNA ligase 1
3988	LIPA	lipase A, lysosomal acid type
4048	LTA4H	leukotriene A4 hydrolase
4055	LTBR	lymphotoxin beta receptor
4090	SMAD5	SMAD family member 5
4094	MAF	MAF bZIP transcription factor
4102	MAGEA3	MAGE family member A3
411	ARSB	arylsulfatase B
4158	MC2R	melanocortin 2 receptor
4175	MCM6	minichromosome maintenance complex component 6
4218	RAB8A	RAB8A, member RAS oncogene family
4320	MMP11	matrix metallopeptidase 11
4340	MOG	myelin oligodendrocyte glycoprotein
440275	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4
4489	MT1A	metallothionein 1A
4507	MTAP	methylthioadenosine phosphorylase
4508	MT-ATP6	ATP synthase F0 subunit 6
4534	MTM1	myotubularin 1
4598	MVK	mevalonate kinase
4628	MYH10	myosin heavy chain 10
4800	NFYA	nuclear transcription factor Y subunit alpha
4831	NME2	NME/NM23 nucleoside diphosphate kinase 2
490	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
4908	NTF3	neurotrophin 3
5036	PA2G4	proliferation-associated 2G4
5104	SERPINA5	serpin family A member 5
51062	ATL1	atlastin GTPase 1
51079	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13
51085	MLXIPL	MLX interacting protein like
51185	CRBN	cereblon
51297	BPIFA1	BPI fold containing family A member 1
5142	PDE4B	phosphodiesterase 4B
51588	PIAS4	protein inhibitor of activated STAT 4
5225	PGC	progastricsin
5270	SERPINE2	serpin family E member 2
5324	PLAG1	PLAG1 zinc finger
5325	PLAGL1	PLAG1 like zinc finger 1
5359	PLSCR1	phospholipid scramblase 1
5422	POLA1	DNA polymerase alpha 1, catalytic subunit
54361	WNT4	Wnt family member 4
54474	KRT20	keratin 20
54487	DGCR8	DGCR8 microprocessor complex subunit
54541	DDIT4	DNA damage inducible transcript 4
5500	PPP1CB	protein phosphatase 1 catalytic subunit beta
55145	THAP1	THAP domain containing 1
55193	PBRM1	polybromo 1
5520	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
55328	RNLS	renalase, FAD dependent amine oxidase
55612	FERMT1	FERM domain containing kindlin 1
55704	CCDC88A	coiled-coil domain containing 88A
5576	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha
55872	PBK	PDZ binding kinase
5609	MAP2K7	mitogen-activated protein kinase kinase 7
56244	BTNL2	butyrophilin like 2
56288	PARD3	par-3 family cell polarity regulator
56848	SPHK2	sphingosine kinase 2
5687	PSMA6	proteasome 20S subunit alpha 6
56998	CTNNBIP1	catenin beta interacting protein 1
5708	PSMD2	proteasome 26S subunit ubiquitin receptor, non-ATPase 2
571	BACH1	BTB domain and CNC homolog 1
5739	PTGIR	prostaglandin I2 receptor
5740	PTGIS	prostaglandin I2 synthase
57526	PCDH19	protocadherin 19
57805	CCAR2	cell cycle and apoptosis regulator 2
5789	PTPRD	protein tyrosine phosphatase receptor type D
5795	PTPRJ	protein tyrosine phosphatase receptor type J
5818	NECTIN1	nectin cell adhesion molecule 1
5830	PEX5	peroxisomal biogenesis factor 5
5861	RAB1A	RAB1A, member RAS oncogene family
5883	RAD9A	RAD9 checkpoint clamp component A
5887	RAD23B	RAD23 homolog B, nucleotide excision repair protein
5898	RALA	RAS like proto-oncogene A
5965	RECQL	RecQ like helicase
597	BCL2A1	BCL2 related protein A1
6125	RPL5	ribosomal protein L5
6135	RPL11	ribosomal protein L11
6303	SAT1	spermidine/spermine N1-acetyltransferase 1
6334	SCN8A	sodium voltage-gated channel alpha subunit 8
6389	SDHA	succinate dehydrogenase complex flavoprotein subunit A
6424	SFRP4	secreted frizzled related protein 4
64240	ABCG5	ATP binding cassette subfamily G member 5
64321	SOX17	SRY-box transcription factor 17
6490	PMEL	premelanosome protein
6550	SLC9A3	solute carrier family 9 member A3
6558	SLC12A2	solute carrier family 12 member 2
6564	SLC15A1	solute carrier family 15 member 1
6567	SLC16A2	solute carrier family 16 member 2
658	BMPR1B	bone morphogenetic protein receptor type 1B
6612	SUMO3	small ubiquitin like modifier 3
6625	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
6693	SPN	sialophorin
6710	SPTB	spectrin beta, erythrocytic
6715	SRD5A1	steroid 5 alpha-reductase 1
6755	SSTR5	somatostatin receptor 5
6822	SULT2A1	sulfotransferase family 2A member 1
6844	VAMP2	vesicle associated membrane protein 2
6855	SYP	synaptophysin
6857	SYT1	synaptotagmin 1
6862	TBXT	T-box transcription factor T
6876	TAGLN	transgelin
6892	TAPBP	TAP binding protein
6901	TAFAZZIN	tafazzin, phospholipid-lysophospholipid transacylase
6926	TBX3	T-box transcription factor 3
6949	TCOF1	treacle ribosome biogenesis factor 1
6955	TRA	T cell receptor alpha locus
7021	TFAP2B	transcription factor AP-2 beta
7041	TGFB1I1	transforming growth factor beta 1 induced transcript 1
7050	TGIF1	TGFB induced factor homeobox 1
7167	TPI1	triosephosphate isomerase 1
7169	TPM2	tropomyosin 2
717	C2	complement C2
7277	TUBA4A	tubulin alpha 4a
7343	UBTF	upstream binding transcription factor
7349	UCN	urocortin
7476	WNT7A	Wnt family member 7A
759	CA1	carbonic anhydrase 1
776	CACNA1D	calcium voltage-gated channel subunit alpha1 D
7804	LRP8	LDL receptor related protein 8
7957	EPM2A	EPM2A glucan phosphatase, laforin
